sentence,difficulty
"[""Watt second ' espère que tu vas bien et que tes vacances au ski atomic number 34 passent bien aussi""]",B1
"[""En attendant, des petites organisation ont été réalisées, d ' initiation à cubic decimeter ' algorithmique et au langage informatique, pour les professeurs des écoles et de collège, les inspecteurs et les formateurs d ' IUFM.""]",C2
"[""Nut attendant, des petites formations ont été réalisées, 500 ' initiation à l ' algorithmique et au langage informatique, pour les professeurs des écoles et de collège, les inspecteurs et lupus erythematosus formateurs d ' IUFM.""]",C2
"['Au rez - de - chaussée, il y a un beauty shop avec un piano, une salle - à - manger, une culinary art spacieuse et jaune et une salle de bain']",B1
"['Au rez - diamond state - chaussée, forty nine y a un beauty salon avec un pianissimo, une salle - à - manger, une culinary art spacieuse et jaune et une salle de bain']",B1
"[""Cerium n ' est pas facile à vivre.""]",A2
"[""Cerium newton ' est dad facile à vivre.""]",A2
"[""J ' attribuais à son charme cet effet presque magique: j ' en aurais joui plus complètement encore sans l ' engagement que j ' avais pris envers mon amour - propre.""]",C2
"[""J ' attribuais à son charme cet effet presque magique: joule ' en aurais joui plus complètement encore sans l ' engagement que j ' avais pris envers mon amour - propre.""]",C2
"[""Jean Buridan, philosophe français du quatorzième siècle, aurait, selon la légende, conçu une expérience imaginaire afin de prouver l ' beingness du libre arbitre: la situation serait celle d ' un animal, en l ' occurrence un âne, ayant également faim et soif, et qui, placé à égale distance d ' une botte de foin et d ' un seau five hundred ' eau, hésite, se montre incapable de choisir, et finalement selenium laisse mourir""]",C2
"[""Jean Buridan, philosophe français du quatorzième siècle, aurait, selon la légende, conçu une expérience imaginaire afin de prouver l ' existence du libre arbitre: la situation serait celle d ' un animal, en l ' occurrence un âne, ayant également faim et soif, et qui, placé à égale distance viosterol ' une botte de foin et d ' un seau d ' eau, hésite, se montre incompetent de choisir, et finalement se laisse mourir""]",C2
['Le site de Prison term magazine publisher en a parlé.'],B1
['Le internet site de Time magazine en a parlé.'],B1
"[""Les canons renversèrent d ' abord à peu près 6 mille hommes de chaque côté; ensuite lah mousqueterie ôta du meilleur diethylstilbesterol mondes environ neuf à dorothea dix mille coquins qui en infectaient la surface.""]",C1
"[""Les canon renversèrent d ' abord à peu près half a dozen mille hommes de chaque côté; ensuite la mousqueterie ôta du meilleur des mondes environ neuf à dix mille coquins qui nut infectaient la surface.""]",C1
"[""Les outils numériques contribuent à la formation des élèves. On aurait préféré une réfexion collective tyre la place du numérique à l ' école plutôt que de découvrir que le sujet serait à nouveau relancé, sans dialogue.""]",B2
"[""Les outils numériques contribuent à la formation des élèves. On aurait préféré une réfexion collective tyre la property du numérique à l ' école plutôt que de découvrir que le sujet serait à nouveau relancé, sans dialogue.""]",B2
"['Mes voisins voulaient quitter le pays en cachette, une fois lah nuit tombée.']",B1
"['Mes voisins voulaient quitter lupus erythematosus pays en cachette, une fois la nuit tombée.']",B1
"[""Une dictature c ' est quand les gens sont communistes, déjà.""]",B1
"[""Une dictature c ' est quand les gens sont communistes, déjà.""]",B1
"[""Pourrais - tu mib ' accompagner""]",A1
"[""Pourrais - tu m ' accompagner""]",A1
['Vous êtes français'],A1
['Vous êtes français'],A1
['La grain est parfaite'],B2
['La grain est parfaite'],B2
"['Ces deux problèmes psychologiques sont souvent ressentis par des personnes qui utilisent Cyberspace pour satisfaire un fort besoin de popularité et diamond state reconnaissance sociale qu \' elles n \' arrivent souvent p.a. à réaliser dans leur vie "" réelle "".']",C1
"['Ce deux problèmes psychologiques sont souvent ressentis par des personnes qui utilisent Internet pour satisfaire un fort besoin de popularité et de reconnaissance sociale qu \' elles n \' arrivent souvent pas à réaliser dans leur vie "" réelle "".']",C1
['Parlez - moi de votre famille.'],A1
['Parlez - moi de votre famille.'],A1
"['La parade pédagogique et interactive dans les différents jardins (médiéval, tropic, espèces odorantes et protégées) fera appelà tous vos green goddess et vous expliquera les vertus et les exercise des plantes.']",B2
"['Lanthanum promenade pédagogique et interactive dans les différents jardins (médiéval, tropic, espèces odorantes et protégées) fera appelà tous vos sens et vous expliquera les vertus et les use des plantes.']",B2
['Il fait très young man'],A2
['Land of lincoln fait très beau'],A2
"[""J ' espère qu ' forty nine y atmosphere beaucoup de soleil.""]",A1
"[""J ' espère qu ' il wye air beaucoup de soleil.""]",A1
"['Cela représente une falling out dans notre rapport au monde, parce que cela nous rend visibles.']",B2
"['Cela représente une rupture dans notre rapport au monde, parce que cela nous rend visibles.']",B2
"[""L ' amour supplée aux longs souvenirs par une sorte de magie.""]",C2
"[""L ' affaire supplée aux longs keepsake par une sorte de magie.""]",C2
['Réponds - moi vite et fais tantalum réservation pour venir.'],A2
['Réponds - moi vite et fais ta réservation pour venir.'],A2
"['Déjà, Dominique, avec qui je travaille']",B1
"['Déjà, Dominique, avec qui je travaille']",B1
"['Remarquez bien que les nez ont été faits pour porter stilboestrol lunettes, aussi avon - nous des lunettes.']",B1
"['Remarquez bien que les nez ont été faits pour porter de lunettes, aussi avon - nous diamond state lunette.']",B1
"['Cette fête est encore traditionnellement fêtée en Jacques anatole francois thibault, même international system of units, comme pour Noël, elle a souvent perdu son scene religieux']",B1
"['Cette fête est encore traditionnellement fêtée nut Anatole france, même si, comme pour Noël, elle a souvent perdu logos aspect religieux']",B1
"[""Pour le plat de résistance de atomic number 58 soir, je n ' ai atomic number 28 delaware tomates, atomic number 28 de courgettes dans mon garde - manger.""]",B1
"[""Pour lupus erythematosus plat delaware résistance de ce soir, je n ' ai atomic number 28 de tomates, ni first state courgettes dans mon garde - trough.""]",B1
"[""Quand le printemps arrive, les survivants comprennent qu ' ils doivent se constituer diethylstilbestrol réserves rain buckets survivre au prochain hiver""]",B2
"[""Quand le printemps arrive, les survivants comprennent qu ' ils doivent se constituer first state réserves pour survivre astronomical unit prochain hiver""]",B2
"[""Qu ' un garçon qui voyagea dans le monde entier grâce aux course catalog ergocalciferol ' agences de ocean trip soit, pour l ' écrivain Fernando Pessoa, le plus grand voyageur jamais connu, cela illustre bien le concept de voyage immobile""]",C2
"[""Qu ' un garçon qui voyagea dans le monde entier grâce aux prospectus d ' agences delaware voyage soit, pullulate l ' écrivain Fernando Pessoa, le summation grand voyageur jamais connu, cela illustre bien le concept de ocean trip immobile""]",C2
['Je ne me sens pas bien.'],A1
['Je northeastward me sens pas bien.'],A1
"[""Watt second ' irai lupus erythematosus voir dès mon arrivée à Bruxelles.""]",A2
"[""Watt second ' irai le voir dès monday arrivée à Bruxelles.""]",A2
"[""Quand il parcourait à cheval les plaines de son royaume, vêtu seulement de grègues en cuir et d ' un manteau delaware laine qui flottait au vent, les femmes et lupus erythematosus jeunes filles le regardaient passer en retenant leur souffle.""]",B2
"[""Quand il parcourait à cheval les plaines de logos royaume, vêtu seulement de grègues en cuir et vitamin d ' un manteau de laine qui flottait astronomical unit vent, les femmes et les jeunes young woman le regardaient genus passer en retenant leur souffle.""]",B2
['Les bioessais effectués ont montré que les mêmes symptômes de morbidité sont observés chez les deux espèces et avec les deux métaux.'],C2
['Les bioessais effectués ont montré que les mêmes symptômes first state morbidité sont observés chez lupus erythematosus deux espèces et avec les deux métaux.'],C2
"[""Quand le téléphone retentissait, on siemens ' empressait de répondre immédiatement.""]",B1
"[""Quand le téléphone retentissait, on s ' empressait de répondre immédiatement.""]",B1
['Lupus erythematosus repos absolu produit le spleen.'],C1
['Le repos absolu produit le spleen.'],C1
['Les journalistes sont prêts à touter!'],A1
['Les journalistes sont prêts à ticket tout!'],A1
"[""33 ° à l ' ombre, et 80% five hundred ' humidité, aujourd ' hui, c ' est au ceur du jardin tropical de Valombreuse que nous vous proposons de découvrir fifty ' une des spécialités culinaires les plus consommées aux Antilles: lupus erythematosus accras de morue""]",C1
"[""33 ° à l ' ombre, et 80% d ' humidité, aujourd ' hui, c ' est au ceur du jardin tropical de Valombreuse que nous vous proposons de découvrir 50 ' une des spécialités culinaires les plus consommées aux Antilles: les accra first state morue""]",C1
"[""Pas une scène dans le métro, un posy d ' une douzaine de roses acheté à 5, sixty euro, un appartement présenté comme une chambre de bonne mais qui fait au moins 20 m2, on se demande dans quel Paris ces personnages vivent.""]",B2
"[""Pas une scène dans le métro, un redolence ergocalciferol ' une douzaine de roses acheté à 5, 60 euro, un appartement présenté comme une chambre de bonne mais qui fait au moins 20 m2, on se demande dans quel Capital of france ces personnages vivent.""]",B2
"['Si on continue au rythme actuel, louisiana contamination plastic explosive doublera en 2030.']",B2
"['Si on continue au rythme actuel, la pollution plastic explosive doublera en 2030.']",B2
"[""Marc nitrogen ' est pas très grand""]",A1
"[""Marc n ' est public address system très rarified""]",A1
"[""J ' adore ma lordly - mère, elle est très gentille""]",A1
"[""J ' adore mommy distinguished - mère, elle est très gentille""]",A1
['Je souhaiterais vous rencontrer à ce sujet.'],A1
['Je souhaiterais vous rencontrer à ce sujet.'],A1
"[""Je lui explique tout dès qu ' elle arrive.""]",A2
"[""Je lui explique tout dès qu ' elle arrive.""]",A2
['Quel âge as - tu?'],A1
['Quel âge as - tu?'],A1
['Bruno Boulianne et la petite Lila plantent des granulate de fines herbes.'],B2
['Bruno Boulianne et la petite Lila plantent stilbestrol graines de fines herbes.'],B2
"[""Il montrera de cette façon, tantôt remark les esprits se modifient sous l ' influence des circonstances environnantes, tantôt comment se développent les sentiments et les passions, comment on s ' aime, comment on se hait, remark on se fight dans tous les milieux sociaux, commentary luttent les intérêts bourgeois, les intérêts d ' argent, les intérêts de famille, les intérêts politiques.""]",C1
"[""Il montrera de cette façon, tantôt comment les esprits se modifient sous liter ' influence stilbestrol circonstances environnantes, tantôt comment southeastward développent les sentiments et les passions, comment on s ' aime, comment on se hait, comment on se combat dans tous les milieux sociaux, comment luttent les intérêts bourgeois, les intérêts d ' argent, les intérêts de famille, les intérêts politiques.""]",C1
"[""Mais la geological formation reçue lors de son apprentissage à fifty ' atelier Verrocchio pourrait être plus large encore.""]",C1
"[""Mais atomic number 57 organisation reçue lors de son apprentissage à l ' atelier Verrocchio pourrait être plus expectant encore.""]",C1
['Madame Pietranera était devenue wistful; elle crut devoir présenter quelques objections.'],B2
['Madame Pietranera était devenue musing; elle crut devoir présenter quelques objections.'],B2
['On ne voyait pas ses genoux tyre lesquels il avait posé son livre.'],B1
['On ne voyait pa ses genoux sur lesquels il avait posé word livre.'],B1
"[""Mais on entendit trois coups sur la scène; un roulement de timbales commença, les instruments de cuivre plaquèrent des accords, et lupus erythematosus rideau, sou' east levant, découvrit un paysage.""]",C2
"['Mais on entendit trois coups sur la scène; un roulement de timbale case commença, les instruments de cuivre plaquèrent first state accord, et lupus erythematosus rideau, se levant, découvrit un paysage.']",C2
['Vous pourrez assister ce soir à la première first state deux émissions qui ont pour objectif de savoir quel est le chanteur ou lah chanteuse préféré (es) des Français.'],B1
['Vous pourrez assister ce soir à atomic number 57 première diamond state deux émissions qui ont pour objectif diamond state savoir quel est lupus erythematosus chanteur ou la chanteuse préféré (e) des Français.'],B1
"[""Si le smartphone fait partie de notre quotidien et rend de nombreux service, diamond state récentes recherches montrent qu ' il présente first state risques dont ses utilisateurs doivent selenium méfier.""]",C1
"[""Si unit le smartphone fait partie de notre quotidien et rend de nombreux services, de récentes recherches montrent qu ' il présente des risques dont southward utilisateurs doivent selenium méfier.""]",C1
['Tu as essayé de le recontacter'],B1
['Tu as essayé de le recontacter'],B1
['Il a knot un cadre rouge autour du tableau.'],B1
['Il a mis un cadre rouge autour du tableau.'],B1
['Elle fait des bons gâteaux'],A1
['Elle fait first state bons gâteaux'],A1
"[""Pour chaque histoire, watt second ' écoute l ' audio et en même j ' écris atomic number 58 que je comprends.""]",B1
"[""Pour chaque histoire, joule ' écoute l ' audio et en même j ' écris ce que je comprends.""]",B1
"[""Vous normality ' avez pascal, Monsleur Francois maurice marie mitterrand, le monopole du ceur""]",C1
"[""Vous atomic number 7 ' avez papa, Monsleur Francois mitterrand, le monopole du ceur""]",C1
"['Pour aller au travail, Marc porte une veste, un pantalon, une teddy et une belle cravate rouge']",B1
"['Pour aller atomic number 79 travail, Marc sublime porte une veste, un pantalon, une chemise et une belle cravate rouge']",B1
"[""Lupus erythematosus pacha vient en adjutant à un serpent (le roi des serpents) car l ' un des commandements du Coran est de faire preuve cholecalciferol ' hospitalité ses hôtes.""]",B1
"[""Le pasha vient en aide à un serpent (le roi diethylstilbesterol serpents) car fifty ' un diamond state commandements du Coran est de faire preuve d ' hospitalité ses hôtes.""]",B1
"['Par exemple, lorsque lupus erythematosus chien signale quelque chose, le maître doit comprendre le sens.']",B1
"['Par exemple, lorsque le chien signale quelque chose, le maître doit comprendre lupus erythematosus pot.']",B1
"[""Toute la tiny famille apprécie alors l ' air pur, la nature et lupus erythematosus calme pendent quelques semaines avant de rentrer à Genus paris""]",A1
"[""Toute la petite famille apprécie alors l ' air pur, la nature et lupus erythematosus calme pendant quelques semaines avant de rentrer à Paris""]",A1
"[""C ' est haut là - haut!""]",A1
"[""C ' est haut là - haut!""]",A1
"[""En Suisse les personnes physique peuvent être assujetties à cubic decimetre ' impôt tyre le revenu et la fortune en raison de leurs liens personnel office ou leur rattachement économique avec la Suisse.""]",B2
"[""En Suisse les personnes physiques peuvent être assujetties à l ' impôt sur lupus erythematosus revenu et atomic number 57 fortune en raison diamond state leurs liens personnels ou leur rattachement économique avec louisiana Svizzera.""]",B2
"['Mon Dieu, elle a perdu la tête.']",B1
"['Monday Dieu, elle a perdu pelican state tête.']",B1
"['Le nombre de mal - nourris dans les remuneration lupus erythematosus moins avancés a ainsi doublé au cours des trente dernières années, passant de 116 à 235 trillion.']",C1
"['Lupus erythematosus nombre delaware mal - nourris dans les pay lupus erythematosus moins avancés a ainsi doublé au cours des trente dernières années, passant de 116 à 235 millions.']",C1
"[""Il faudrait que tu lui parles de ça demain en réunion et que tu demandes à Adrian de m ' envoyer une photo de lui et la traduction du contrat nut croate""]",B1
"[""Il faudrait que tu lui parles de ça demain en réunion et que tu demandes à Adrian de molar concentration ' envoyer une photo de lui et la traduction du contrat nut croate""]",B1
"[""Land of lincoln existe une théorie sur cubic decimeter ' attrait exercé equation lah courbe féminine sur l ' homme, et cette théorie est qu ' une femme callipyge signale.""]",C2
"[""Il existe une théorie tyre l ' attrait exercé equivalence la courbe féminine sur l ' homme, et cette théorie est qu ' une femme callipyge signale.""]",C2
"[""Atomic number 57 faiblesse des taux d ' intérêt contribue à alimenter des risques liés aux expositions au secteur du logement.""]",C1
"[""La faiblesse des taux five hundred ' intérêt contribue à alimenter des risques liés aux expositions au secteur du logement.""]",C1
"['Lupus erythematosus buff diethylstilbestrol costumes de Carrie Bradshaw dans "" Sex and the City "" se régaleront devant les tenues d \' Emily, diamond state la même créatrice, Patricia Field (même si on lève les yeux au ciel quand Emily atomic number 34 met à porter des bérets ).']",B2
"['Les fans des costumes de Carrie Bradshaw dans "" Sex and the City "" se régaleront devant le tenues d \' Emily, de la même créatrice, Patricia Field (même si on lève les yeux au ciel quand Emily selenium contact à porter des bérets ).']",B2
['comment manger nut permanency et de préférence des mets délicieux'],B1
['comment manger nut permanence et de préférence des mets délicieux'],B1
['Une consigne qui est suivie de près par les Japonais.'],A2
['Une consigne qui est suivie de près equation les Japonais.'],A2
['Je suis le mutton'],A1
['Je suis le mutton'],A1
"[""Quand je reviendrai, j ' offrirai beaucoup viosterol ' amour à ceux que j ' aprécie et je couvrirai mes enfants de présents.""]",B1
"[""Quand je reviendrai, j ' offrirai beaucoup vitamin d ' amour à ceux que watt second ' aprécie et je couvrirai mes enfants de présents.""]",B1
"[""Mes souvenir reparurent, d ' abord confus, bientôt plus vifs.""]",C2
"[""Mes souvenir reparurent, d ' abord confus, bientôt plus vifs.""]",C2
['Elle a les cheveux mi - longs.'],A1
['Elle a les cheveux mile - longs.'],A1
"[""Équipé vitamin d ' une caméra, 500 ' un téléphone portable et calciferol ' un ordinateur, il aide le client à faire ses courses directement dans le magasin.""]",B1
"[""Équipé calciferol ' une caméra, d ' un téléphone portable et vitamin d ' un ordinateur, il aide lupus erythematosus guest à faire ses course directement dans le magasin.""]",B1
"['Vitamin c \' est aussi le plus tardif dot Clare Nullis, pelican state sublime porte - word de l \' Organization météorologique mondiale: "" C \' est united nations record, dans tous les sens du terme']",B1
"['Blow \' est aussi le positive tardif dit Clare Nullis, lanthanum sublime porte - parole de lambert \' Organisation météorologique mondiale: "" Carbon \' est united nations criminal record, dans tous les sens du terme']",B1
['Le docteur offre un elbow grease pour combien de temporary?'],A1
['Lupus erythematosus docteur offre un travail pour combien de temps?'],A1
"[""Tu north ' es pas seulement un lâche, tu es un traître, comme ta tiny taille le laissait deviner.""]",B1
"[""Tu n ' es pas seulement un lâche, tu e un traître, comme ta bantam taille lupus erythematosus laissait deviner.""]",B1
['Je suis nut train de repeindre ma chambre.'],A2
['Je suis nut gear de repeindre ma chambre.'],A2
"[""Giscard se laisse filmer will durant ses vacances à la montagne ou à pelican state plage, il apparaît nut little, puis torse nu lors d ' un match de football organisé entre guiding light de Chamalières, village dont il fut longtemps le maire""]",C1
"[""Giscard se laisse filmer durant ses vacances à la montagne ou à la plage, il apparaît en short, puis torse nu lors d ' un mate de football game organisé entre guiding light first state Chamalières, village dont il fut longtemps le maire""]",C1
['Les deux veuves se souvinrent avec mélancolie de leurs jeunes années.'],C1
['Les deux veuves se souvinrent avec mélancolie delaware leurs jeunes années.'],C1
"[""Nut effet, Monsieur Helmut Kohl donne priorité aux Allemands de cubic decimetre ' Eastern time, hein""]",C1
"[""En effet, Monsieur Helmut Kohl john donne priorité aux Allemands diamond state l ' Eastern standard time, hein""]",C1
['Je trouve inadmissible que le directeur ne tienne pas ses promesses'],B1
['Je trouve inadmissible que le directeur ne tienne pas ses promesses'],B1
['Elle passe aussi à la boulangerie et elle achète une baguet toute chaude et des croissants pour lupus erythematosus petit - déjeuner'],A1
['Elle passe aussi à la boulangerie et elle achète une baguet toute chaude et des croissants swarm le petit - déjeuner'],A1
"['Ils ont chaud, donc ils profitent de lanthanum piscine du tent et first state la mer pour se baigner.']",B1
"['Ils ont chaud, donc ils profitent de la piscine du camp et de la m pour se baigner.']",B1
"[""La gouvernante avait le nez bossué de verrues qui faisaient penser à des taupinières et le joues creuses, de larges sillons, comme le champs, après les labours five hundred ' octobre.""]",C2
"[""La gouvernante avait le nez bossué de verrues qui faisaient penser à des taupinières et lupus erythematosus joues creuses, de large sillons, comme le title holder, après lupus erythematosus labours ergocalciferol ' octobre.""]",C2
"[""Ce n ' était pas tant une décision stratégique qu ' une nécessité.""]",B1
"[""Atomic number 58 atomic number 7 ' était pappa tant une décision stratégique qu ' une nécessité.""]",B1
"[""La première modernité a inventé l ' universalisme abstrait, qui définissait touter atomic number 58 que les individus ont en commun.""]",C1
"[""Louisiana première modernité a inventé l ' universalisme abstrait, qui définissait tout ce que les individus ont en commun.""]",C1
['Je viens de state.'],A1
['Je viens de responsibility.'],A1
"[""C ' est le principe de responsabilité élargie du producteur, initié equality la directive européenne de 2003, qui leur impose de prendre en bearing la flipper de contend de leurs appareils.""]",B2
"[""Hundred ' est lupus erythematosus principe de responsabilité élargie du producteur, initié par la guiding européenne de 2003, qui leur impose de prendre en charge lanthanum fivesome diamond state compete first state leurs appareils.""]",B2
['Elle a été perçue comme un moyen de transport puéril.'],B2
['Elle a été perçue comme un moyen de transport puéril.'],B2
"['Les randonneurs sont rares, et souvent pine tree state ́ diocres']",B2
"['Les randonneurs sont rares, et souvent pine tree state ́ diocres']",B2
"['certes les technology ne sont pas forcément, nécessairement présentes.']",C2
"['certes les technologies ne sont dada forcément, nécessairement présentes.']",C2
"[""Il faut savoir que sur le lac de Côme lambert ' industrie des pêcheurs space des lignes dormantes à une grande space des bords.""]",B2
"[""Land of lincoln faut savoir que sur le lac de Côme l ' industrie diethylstilboestrol pêcheurs place des lignes dormantes à une grande aloofness stilbestrol bords.""]",B2
['Merci beaucoup decant toutes le belles histoires que je trouve très utiles teem améliorer mon français.'],A2
['Merci beaucoup pour toutes le belles histoires que je trouve très utiles pour améliorer monday français.'],A2
"[""Lors donc que joule ' entendais la médiocrité disserter avec compliancy sur des principes bien établis, bien incontestables, en fait de morale, de convenance ou de organized religion, choses qu ' elle met assez volontiers sur la même ligne, je me sentais poussé à la contredire, non que j ' eusse adopté des opinions opposées, mais parce que joule ' étais impatienté d ' une conviction si ferme et si lourde.""]",C2
"[""Lors donc que j ' entendais la médiocrité disserter avec complaisance sur des principes bien établis, bien incontestables, en fait de morale, de convenance ou de organized religion, choses qu ' elle met assez volontiers sur la même ligne, je me sentais poussé à la contredire, non que j ' eusse adopté des opinions opposées, mais parce que j ' étais impatienté d ' une conviction si ferme et si lourde.""]",C2
"[""Sur une sorte de haquet, deux futailles de vin posaient, car c ' était rain buckets fêter la surprise ergocalciferol ' un petit convoi républicain que Charette avait accordé cette débauche à son armée.""]",C2
"[""Sur une sorte de haquet, deux futailles de vin posaient, car century ' était pour fêter la surprise d ' un petit convoi républicain que Charette avait accordé cette débauche à boy armée.""]",C2
"[""Pas au point qu ' il faille nut limiter la consommation, mais tout de même. Cholecalciferol ' autres éditeurs exploitent le créneau, et Cyberspace regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais tellement summation amusante, des mathématiques.""]",C2
"[""Pas au sharpen qu ' il faille nut clipper la consommation, mais tout de même. D ' autres éditeurs exploitent le créneau, et Internet regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais tellement summation amusante, des mathématiques.""]",C2
['Un lieu plutôt réservé aux repas en famille ou entre amis.'],B1
['United nations place plutôt réservé aux repas en famille ou entre amis.'],B1
"['Lupus erythematosus centre Victor Hugo, situé à 20 minutes en bus de la mairie, dans le quartier des universités, est un lieu pour tous, petits et grands, jeunes et moins jeunes.']",B1
"['Le center Victor Hugo, situé à xx second en bus de la mairie, dans le quartier des universités, est un position pour tous, petits et grands, jeunes et moins jeunes.']",B1
"[""Aucune décision russe north ' est attendue avant l ' élection présidentielle de mars.""]",C1
"[""Aucune décision russe n ' est attendue avant l ' élection présidentielle de mars.""]",C1
"['Pourtant ni parmi les noble, ni parmi les marchands, ni parmi les laboureurs forty nine ne se arrange trouver first state vierge assez irréprochable.']",B2
"['Pourtant ni parmi lupus erythematosus nobles, ni parmi les marchands, ni parmi les laboureurs il ne southeastward put trouver diamond state vierge assez irréprochable.']",B2
"[""Neige épaisse et glace empêchent les bison d ' atteindre l ' herbe.""]",C1
"[""Neige épaisse et glace empêchent les bisons five hundred ' atteindre l ' herbe.""]",C1
"[""Atomic number 57 misandrie est - elle une apologie de la haine des hommes ou lupus erythematosus signe d ' une possible égalité hommes - femmes?""]",C2
"[""La misandrie est - elle une apologie de lanthanum haine stilbestrol hommes ou le signe d ' une possible égalité hommes - femmes?""]",C2
"[""On dirait qu ' elle a pleuré ou qu ' elle old dominion pleurer.""]",A2
"[""On dirait qu ' elle a pleuré ou qu ' elle virginia pleurer.""]",A2
"[""Ainsi, nut Amérique latine, en Asie de l ' Eastern standard time et du Sud - Est, et même au sein du sous - continent indien, de gros progrès ont été accomplis depuis trente ans.""]",C1
"[""Ainsi, nut Amérique latine, en Asie first state l ' Eastern time et du Sud - Est, et même astronomical unit sein du sous - continent indien, first state gros progrès ont été accomplis depuis trente ans.""]",C1
"[""Illinois avait adopté le signe de la croix; il s ' était dit un Autrichien d ' une lignée ancienne presque éteinte, exhibant, pour étayer son histoire, les preuves le plus stupéfiantes et lupus erythematosus asset inadéquates: des fortify auxquelles il n ' avait aucun droit et une liste d ' ancêtres (prénoms chrétiens compris) qui n ' avaient jamais existé.""]",C2
"[""Il avait adopté le signe de la croix; il s ' était dit un Autrichien d ' une lignée ancienne presque éteinte, exhibant, pour étayer son histoire, les preuves les asset stupéfiantes et les plus inadéquates: delaware armes auxquelles il n ' avait aucun droit et une liste cholecalciferol ' ancêtres (prénoms chrétiens compris) qui due north ' avaient jamais existé.""]",C2
"[""Cet héritage s ' est d ' ailleurs vite révélé hétérogène: lupus erythematosus pays pauvres d ' Asie orientale, les positive éloignés des anciennes métropoles, émergent à des degrés divers dans l ' économie mondiale dès les années 1970 - 1980.""]",C2
"[""Cet héritage s ' est d ' ailleurs vite révélé hétérogène: les pays pauvres d ' Asie orientale, les summation éloignés des anciennes métropoles, émergent à delaware degrés divers dans l ' économie mondiale dès les années 1970 - 1980.""]",C2
"[""Il ne pourra pas rentrer nut boîte delaware nuit puisqu ' il a perdu sturmabteilung carte d ' identité.""]",A2
"[""Land of lincoln ne pourra pa rentrer en boîte de nuit puisqu ' il a perdu sa carte d ' identité.""]",A2
['Il a les cheveux blonds'],A1
['Il a les cheveux blonde'],A1
"[""Northeast nous fâchons donc contre aucune théorie puisque chacune d ' elles est simplement l ' locution généralisée calciferol ' un tempérament qui s ' analyse.""]",C1
"[""Ne nous fâchons donc contre aucune théorie puisque chacune ergocalciferol ' elles est simplement l ' expression généralisée vitamin d ' un tempérament qui siemens ' analyse.""]",C1
"['A Marrakech nut 2001, 15 remuneration avaient décidé de créer un fonds spécial changements climatiques.']",C1
"['A Marrakech en 2001, 15 remuneration avaient décidé de créer un fonds spécial changements climatiques.']",C1
"[""Prairie state y a beaucoup d ' attente pour lupus erythematosus ascenseurs (pour monter le étages) mais je suis enfin astronomical unit sommet et peux apprécier la vue tyre Paris""]",B1
"[""Prairie state wye a beaucoup five hundred ' attente pour les ascenseurs (pour monter les étages) mais je suis enfin au sommet et peux apprécier la vue tyre Paris""]",B1
['Ces gens vivent en autarcie totale.'],B2
['Atomic number 58 gens vivent en autarcie totale.'],B2
"[""Je refusais l ' idée même de passer stilbestrol commandes addition petites.""]",B1
"[""Je refusais l ' idée même de passer des commandes plus petite.""]",B1
"['"" Il est parti pour lanthanum montagne fifty \' automne dernier, et comme il n \' est pas revenu, je crains que les loups ne l \' aient mangé. "" Et elle commença à pleurer.']",A2
"['"" Il est parti pour la montagne liter \' automne dernier, et comme il n \' est pas revenu, je crains que les loups ne l \' aient mangé. "" Et elle commença à pleurer.']",A2
"[""Ils respiraient atomic number 57 nuit diamantée d ' étoiles, écoutaient les remuements ténus des feuilles dans les arbres, murmures de leur amour.""]",C2
"[""Illinois respiraient la nuit diamantée d ' étoiles, écoutaient les remuements ténus des feuilles dans les arbres, murmures de leur affair.""]",C2
"[""Il a été rétrogradé en catégorie 1 alors qu ' forty nine southeastward trouvait en catégorie 5 - rétrogradé ça veut dire qu ' il est passé de cette catégorie five à la catégorie 1""]",B1
"[""Prairie state a été rétrogradé en catégorie i alors qu ' forty nine southeastward trouvait nut catégorie 5 - rétrogradé ça veut dire qu ' 49 est passé de cette catégorie 5 à la catégorie one""]",B1
"[""On constate, en outre, que pelican state chauve - souris peut voler malgré l ' cutting out d ' une notable étendue de lah membrane de sou' east ailes, pourvu que la partie restante corresponde aux espaces interdigitaux.""]",C2
"[""On constate, nut outre, que la chauve - souris peut voler malgré l ' ablation cholecalciferol ' une famous étendue de la membrane de ses ailes, pourvu que la partie restante corresponde aux espaces interdigitaux.""]",C2
"[""Watt second ' ai plein de bons souvenirs d ' ici.""]",A2
"[""Watt second ' ai plein de bons souvenirs viosterol ' ici.""]",A2
"[""Avec, en premier lieu, leur opponent à une réforme du Sénat qui permettrait d ' adoptive parent toutes les lois sans passer par un premiere vote requérant sixty voix.""]",B2
"[""Avec, en premier lieu, leur opposition à une réforme du Sénat qui permettrait d ' adopter toutes les lois sans passer par un prime voter turnout requérant 60 voix.""]",B2
['Grand piano Dieu!'],A1
['Grand Dieu!'],A1
"['Les sénateurs, investis par le vote universel collateral de tous les droits et obligations attachés à louisiana fonction parlementaire, sont élus pour six ans par un collège électoral de plus diamond state clx 000 élus.']",C1
"['Le sénateurs, investis par le suffrage universel collateral de tous les droits et obligations attachés à la fonction parlementaire, sont élus pour six associate in nursing par un collège électoral de plus first state clx 000 élus.']",C1
